date,statarb
2025-09-09,13.59259035
2025-09-10,13.6555614
2025-09-11,13.52698905
2025-09-12,13.80098953
2025-09-13,13.59326096
2025-09-14,13.70445371
2025-09-15,13.85781689
2025-09-16,14.1297562
2025-09-17,14.27575552
2025-09-18,14.12090915
2025-09-19,14.19386751
2025-09-20,14.10472029
2025-09-21,14.32785696
2025-09-22,14.71277736
2025-09-23,14.70417924
2025-09-24,14.73496728
2025-09-25,14.77194026
2025-09-26,14.5654317
2025-09-27,14.55935713
2025-09-28,14.8613176
2025-09-29,15.00061925
2025-09-30,15.46004581
2025-10-01,15.2768815
2025-10-02,15.3379073
2025-10-03,15.26647736
2025-10-04,15.13523296
2025-10-05,15.35410315
2025-10-06,14.99681721
2025-10-07,15.06775609
2025-10-08,15.0863154
2025-10-09,15.02587788
2025-10-10,15.04388762
2025-10-11,16.22058897
2025-10-12,16.61278736
2025-10-13,16.15890316
2025-10-14,16.43986913
2025-10-15,16.2603361
2025-10-16,16.51257633
2025-10-17,16.92611709
2025-10-18,16.59439846
2025-10-19,16.59890081
2025-10-20,16.16451201
2025-10-21,16.37363668
2025-10-22,16.50197572
2025-10-23,16.75671689
2025-10-24,16.55726403
2025-10-25,16.71883965
2025-10-26,16.5949152
2025-10-27,16.92845695
2025-10-28,17.06610006
2025-10-29,17.17535604
2025-10-30,17.27683347
2025-10-31,17.39184299
